croc,adult clypeolabrum anlage
CG16786,embryonic dorsal epidermis
CG3376,embryonic dorsal epidermis
CG4612,embryonic dorsal epidermis
Mmp1,embryonic dorsal epidermis
CG9196,embryonic dorsal epidermis
CG9083,embryonic dorsal epidermis
CG2765,embryonic dorsal epidermis
Phk-3,embryonic dorsal epidermis
p130CAS,embryonic dorsal epidermis
CG7047,embryonic dorsal epidermis
CG13875,embryonic dorsal epidermis
CG13894,embryonic dorsal epidermis
CG13912,embryonic dorsal epidermis
CG13913,embryonic dorsal epidermis
CG9134,embryonic dorsal epidermis
CG9149,embryonic dorsal epidermis
CG9184,embryonic dorsal epidermis
CG13928,embryonic dorsal epidermis
CG7991,embryonic dorsal epidermis
CG2069,embryonic dorsal epidermis
CG13921,embryonic dorsal epidermis
CG13935,embryonic dorsal epidermis
CG1919,embryonic dorsal epidermis
CG5690,embryonic dorsal epidermis
CG2162,embryonic dorsal epidermis
CG14960,embryonic dorsal epidermis
CG12017,embryonic dorsal epidermis
CG1136,embryonic dorsal epidermis
CG14995,embryonic dorsal epidermis
Chd64,embryonic dorsal epidermis
CG1299,embryonic dorsal epidermis
CG15005,embryonic dorsal epidermis
CG1273,embryonic dorsal epidermis
CG1316,embryonic dorsal epidermis
CG15013,embryonic dorsal epidermis
CG7447,embryonic dorsal epidermis
CG11347,embryonic dorsal epidermis
CG15022,embryonic dorsal epidermis
CG11353,embryonic dorsal epidermis
Gef64C,embryonic dorsal epidermis
CG13705,embryonic dorsal epidermis
CG10625,embryonic dorsal epidermis
CG5150,embryonic dorsal epidermis
CG10591,embryonic dorsal epidermis
CG5249,embryonic dorsal epidermis
lin-28,embryonic dorsal epidermis
CG13297,embryonic dorsal epidermis
Best2,embryonic dorsal epidermis
Cpr65Ea,embryonic dorsal epidermis
CG8638,embryonic dorsal epidermis
CG8634,embryonic dorsal epidermis
CG14830,embryonic dorsal epidermis
CG8600,embryonic dorsal epidermis
CG8583,embryonic dorsal epidermis
CG33275,embryonic dorsal epidermis
Ect4,embryonic dorsal epidermis
Tsp66E,embryonic dorsal epidermis
CG5064,embryonic dorsal epidermis
Doc2,embryonic dorsal epidermis
PGRP-LC,embryonic dorsal epidermis
CG6767,embryonic dorsal epidermis
CG7941,embryonic dorsal epidermis
charybde,embryonic dorsal epidermis
CG6038,embryonic dorsal epidermis
CG10361,embryonic dorsal epidermis
Pbgs,embryonic dorsal epidermis
toe,embryonic dorsal epidermis
CG10654,embryonic dorsal epidermis
CG10627,embryonic dorsal epidermis
Tsf2,embryonic dorsal epidermis
MICAL-like,embryonic dorsal epidermis
CG14107,embryonic dorsal epidermis
CG14110,embryonic dorsal epidermis
CG9598,embryonic dorsal epidermis
CG9238,embryonic dorsal epidermis
CG9628,embryonic dorsal epidermis
CG4914,embryonic dorsal epidermis
CG17032,embryonic dorsal epidermis
CG16807,embryonic dorsal epidermis
Lmpt,embryonic dorsal epidermis
CG9959,embryonic dorsal epidermis
CG11905,embryonic dorsal epidermis
CG7724,embryonic dorsal epidermis
CG13698,embryonic dorsal epidermis
CG13699,embryonic dorsal epidermis
CG3961,embryonic dorsal epidermis
CG9372,embryonic dorsal epidermis
wnd,embryonic dorsal epidermis
RhoBTB,embryonic dorsal epidermis
CG11796,embryonic dorsal epidermis
CG10585,embryonic dorsal epidermis
CG7663,embryonic dorsal epidermis
CG7658,embryonic dorsal epidermis
CG5656,embryonic dorsal epidermis
CG7173,embryonic dorsal epidermis
CG11250,embryonic dorsal epidermis
olf413,embryonic dorsal epidermis
CG11438,embryonic dorsal epidermis
CG11437,embryonic dorsal epidermis
Mes2,embryonic dorsal epidermis
CG12581,embryonic dorsal epidermis
CG14636,embryonic dorsal epidermis
CG14639,embryonic dorsal epidermis
CG14643,embryonic dorsal epidermis
CG9779,embryonic dorsal epidermis
Cont,embryonic dorsal epidermis
CG2016,embryonic dorsal epidermis
Rab23,embryonic dorsal epidermis
CG10978,embryonic dorsal epidermis
CG2051,embryonic dorsal epidermis
CG15589,embryonic dorsal epidermis
Osi2,embryonic dorsal epidermis
Osi3,embryonic dorsal epidermis
Osi7,embryonic dorsal epidermis
Osi12,embryonic dorsal epidermis
Osi17,embryonic dorsal epidermis
CG1104,embryonic dorsal epidermis
Alhambra,embryonic dorsal epidermis
CG14598,embryonic dorsal epidermis
CG2781,embryonic dorsal epidermis
CG2767,embryonic dorsal epidermis
CG7549,embryonic dorsal epidermis
CG11966,embryonic dorsal epidermis
CG9373,embryonic dorsal epidermis
CG8312,embryonic dorsal epidermis
unc-115,embryonic dorsal epidermis
CG9448,embryonic dorsal epidermis
CG12948,embryonic dorsal epidermis
CG12802,embryonic dorsal epidermis
CG4089,embryonic dorsal epidermis
CG6608,embryonic dorsal epidermis
CG6930,embryonic dorsal epidermis
mthl5,embryonic dorsal epidermis
CG4702,embryonic dorsal epidermis
CG4115,embryonic dorsal epidermis
CG6225,embryonic dorsal epidermis
CG14395,embryonic dorsal epidermis
CG10126,embryonic dorsal epidermis
CG9796,embryonic dorsal epidermis
yellow-e3,embryonic dorsal epidermis
CG9322,embryonic dorsal epidermis
CG9924,embryonic dorsal epidermis
foxo,embryonic dorsal epidermis
CG3153,embryonic dorsal epidermis
CG8066,embryonic dorsal epidermis
CG14860,embryonic dorsal epidermis
CG18522,embryonic dorsal epidermis
CG4576,embryonic dorsal epidermis
CG4221,embryonic dorsal epidermis
CG14888,embryonic dorsal epidermis
CG4060,embryonic dorsal epidermis
CG5873,embryonic dorsal epidermis
CG7713,embryonic dorsal epidermis
CG7675,embryonic dorsal epidermis
CG7720,embryonic dorsal epidermis
CG14291,embryonic dorsal epidermis
CG17836,embryonic dorsal epidermis
CG6040,embryonic dorsal epidermis
CG17271,embryonic dorsal epidermis
CG17272,embryonic dorsal epidermis
CG5793,embryonic dorsal epidermis
CG7080,embryonic dorsal epidermis
sar1,embryonic dorsal epidermis
CG4721,embryonic dorsal epidermis
CG17121,embryonic dorsal epidermis
cenB1A,embryonic dorsal epidermis
CG13827,embryonic dorsal epidermis
CG10175,embryonic dorsal epidermis
CG10371,embryonic dorsal epidermis
CG6178,embryonic dorsal epidermis
CG17786,embryonic dorsal epidermis
CG13620,embryonic dorsal epidermis
CG6668,embryonic dorsal epidermis
CG6879,embryonic dorsal epidermis
CG18410,embryonic dorsal epidermis
CG11069,embryonic dorsal epidermis
CG11785,embryonic dorsal epidermis
CG11836,embryonic dorsal epidermis
CG5455,embryonic dorsal epidermis
CG5467,embryonic dorsal epidermis
CG5468,embryonic dorsal epidermis
CG6478,embryonic dorsal epidermis
CG6447,embryonic dorsal epidermis
CG5476,embryonic dorsal epidermis
CG14243,embryonic dorsal epidermis
CG5480,embryonic dorsal epidermis
TwdlQ,embryonic dorsal epidermis
Gp93,embryonic dorsal epidermis
Gfat2,embryonic dorsal epidermis
CG9990,embryonic dorsal epidermis
CG2310,embryonic dorsal epidermis
Obp99a,embryonic dorsal epidermis
CG1969,embryonic dorsal epidermis
CG7802,embryonic dorsal epidermis
CG9747,embryonic dorsal epidermis
CG9743,embryonic dorsal epidermis
PH4alphaEFB,embryonic dorsal epidermis
CG9717,embryonic dorsal epidermis
CG1342,embryonic dorsal epidermis
CG12063,embryonic dorsal epidermis
yip2,embryonic dorsal epidermis
p115,embryonic dorsal epidermis
hgo,embryonic dorsal epidermis
Osi14,embryonic dorsal epidermis
SP555,embryonic dorsal epidermis
SP1029,embryonic dorsal epidermis
POSH,embryonic dorsal epidermis
Ocho,embryonic dorsal epidermis
Nhe2,embryonic dorsal epidermis
Jafrac2,embryonic dorsal epidermis
CG11642,embryonic dorsal epidermis
CG11380,embryonic dorsal epidermis
CG14626,embryonic dorsal epidermis
CG17104,embryonic dorsal epidermis
CG13631,embryonic dorsal epidermis
CG3348,embryonic dorsal epidermis
CG14132,embryonic dorsal epidermis
CG15212,embryonic dorsal epidermis
CG4440,embryonic dorsal epidermis
CG17325,embryonic dorsal epidermis
rols,embryonic dorsal epidermis
comm2,embryonic dorsal epidermis
Hexo1,embryonic dorsal epidermis
NfI,embryonic dorsal epidermis
CG30427,embryonic dorsal epidermis
Wsck,embryonic dorsal epidermis
CG32276,embryonic dorsal epidermis
gem,embryonic dorsal epidermis
CG30023,embryonic dorsal epidermis
CG30101,embryonic dorsal epidermis
CG30115,embryonic dorsal epidermis
CG30283,embryonic dorsal epidermis
CG30438,embryonic dorsal epidermis
CG30440,embryonic dorsal epidermis
CG30467,embryonic dorsal epidermis
CG30497,embryonic dorsal epidermis
CG31005,embryonic dorsal epidermis
CG31028,embryonic dorsal epidermis
CG31038,embryonic dorsal epidermis
CG31088,embryonic dorsal epidermis
CG31121,embryonic dorsal epidermis
CG31145,embryonic dorsal epidermis
CG31163,embryonic dorsal epidermis
CG31232,embryonic dorsal epidermis
CG31313,embryonic dorsal epidermis
CG31344,embryonic dorsal epidermis
CG31522,embryonic dorsal epidermis
CG31523,embryonic dorsal epidermis
CG31534,embryonic dorsal epidermis
CG31559,embryonic dorsal epidermis
CG31619,embryonic dorsal epidermis
CG31626,embryonic dorsal epidermis
CG31640,embryonic dorsal epidermis
nesprin,embryonic dorsal epidermis
CG31675,embryonic dorsal epidermis
CG31916,embryonic dorsal epidermis
CG31973,embryonic dorsal epidermis
CG32037,embryonic dorsal epidermis
CG32046,embryonic dorsal epidermis
CG32048,embryonic dorsal epidermis
CG32130,embryonic dorsal epidermis
CG32158,embryonic dorsal epidermis
CG32159,embryonic dorsal epidermis
CG32209,embryonic dorsal epidermis
CG32244,embryonic dorsal epidermis
CG32352,embryonic dorsal epidermis
CG32399,embryonic dorsal epidermis
loner,embryonic dorsal epidermis
CG32473,embryonic dorsal epidermis
CR32477,embryonic dorsal epidermis
CG32486,embryonic dorsal epidermis
CG32499,embryonic dorsal epidermis
CG32549,embryonic dorsal epidermis
CG32556,embryonic dorsal epidermis
CG32626,embryonic dorsal epidermis
CG32694,embryonic dorsal epidermis
CG32982,embryonic dorsal epidermis
CG33009,embryonic dorsal epidermis
CG33056,embryonic dorsal epidermis
Rtnl1,embryonic dorsal epidermis
CG33129,embryonic dorsal epidermis
CG33147,embryonic dorsal epidermis
CG33156,embryonic dorsal epidermis
CG33174,embryonic dorsal epidermis
CG18431,embryonic dorsal epidermis
loj,embryonic dorsal epidermis
GstE6,embryonic dorsal epidermis
CG34383,embryonic dorsal epidermis
CG34461,embryonic dorsal epidermis
Cht3,embryonic dorsal epidermis
CG42305,embryonic dorsal epidermis
grh,embryonic dorsal epidermis
unc-115,embryonic dorsal epidermis
mfas,embryonic dorsal epidermis
Xrp1,embryonic dorsal epidermis
Exn,embryonic dorsal epidermis
CG42748,embryonic dorsal epidermis
whd,embryonic dorsal epidermis
sdt,embryonic dorsal epidermis
d,embryonic dorsal epidermis
cic,embryonic dorsal epidermis
H2.0,embryonic dorsal epidermis
pnr,embryonic dorsal epidermis
slp1,embryonic dorsal epidermis
BicD,embryonic epipharynx
cnc,embryonic epipharynx
D,embryonic epipharynx
Hr46,embryonic epipharynx
disco,embryonic epipharynx
Dl,embryonic epipharynx
ed,embryonic epipharynx
egl,embryonic epipharynx
en,embryonic epipharynx
fj,embryonic epipharynx
for,embryonic epipharynx
ft,embryonic epipharynx
Gld,embryonic epipharynx
grn,embryonic epipharynx
Hex-A,embryonic epipharynx
Idh,embryonic epipharynx
ImpL1,embryonic epipharynx
in,embryonic epipharynx
kkv,embryonic epipharynx
knrl,embryonic epipharynx
trol,embryonic epipharynx
m2,embryonic epipharynx
HLHm7,embryonic epipharynx
HLHmbeta,embryonic epipharynx
nub,embryonic epipharynx
CG2150,embryonic epipharynx
pip,embryonic epipharynx
pyd,embryonic epipharynx
qua,embryonic epipharynx
rib,embryonic epipharynx
shg,embryonic epipharynx
slp1,embryonic epipharynx
sog,embryonic epipharynx
spir,embryonic epipharynx
tkv,embryonic epipharynx
tld,embryonic epipharynx
tra2,embryonic epipharynx
ttk,embryonic epipharynx
wg,embryonic epipharynx
yrt,embryonic epipharynx
Zw,embryonic epipharynx
kst,embryonic epipharynx
dy,embryonic epipharynx
slp2,embryonic epipharynx
Rop,embryonic epipharynx
ogre,embryonic epipharynx
Gdi,embryonic epipharynx
bowl,embryonic epipharynx
ple,embryonic epipharynx
PpD3,embryonic epipharynx
Hr39,embryonic epipharynx
Klc,embryonic epipharynx
Cyp18a1,embryonic epipharynx
LamC,embryonic epipharynx
cora,embryonic epipharynx
emp,embryonic epipharynx
trn,embryonic epipharynx
Wnt4,embryonic epipharynx
Sip1,embryonic epipharynx
btsz,embryonic epipharynx
ken,embryonic epipharynx
OstStt3,embryonic epipharynx
fng,embryonic epipharynx
Myo31DF,embryonic epipharynx
PebIII,embryonic epipharynx
RnrS,embryonic epipharynx
Syx5,embryonic epipharynx
croc,embryonic epipharynx
Cctgamma,embryonic epipharynx
Hr78,embryonic epipharynx
Pros54,embryonic epipharynx
nrv1,embryonic epipharynx
apt,embryonic epipharynx
rhea,embryonic epipharynx
ppa,embryonic epipharynx
gk,embryonic epipharynx
TppII,embryonic epipharynx
Elf,embryonic epipharynx
KrT95D,embryonic epipharynx
RpL3,embryonic epipharynx
Tapdelta,embryonic epipharynx
Xbp1,embryonic epipharynx
Fatp,embryonic epipharynx
Cht3,embryonic epipharynx
Cad96Ca,embryonic epipharynx
CG2918,embryonic epipharynx
drm,embryonic epipharynx
dnt,embryonic epipharynx
CG14801,embryonic epipharynx
Csat,embryonic epipharynx
Optix,embryonic epipharynx
BtbII,embryonic epipharynx
CG12311,embryonic epipharynx
CG5885,embryonic epipharynx
alphaCop,embryonic epipharynx
gukh,embryonic epipharynx
SAK,embryonic epipharynx
Sec61alpha,embryonic epipharynx
inx2,embryonic epipharynx
Amph,embryonic epipharynx
Nep2,embryonic epipharynx
CG3799,embryonic epipharynx
CG10249,embryonic epipharynx
CG9009,embryonic epipharynx
Dp1,embryonic epipharynx
inx3,embryonic epipharynx
l(2)05510,embryonic epipharynx
Sema-5c,embryonic epipharynx
Doc1,embryonic epipharynx
NC2beta,embryonic epipharynx
tio,embryonic epipharynx
Spn5,embryonic epipharynx
Spn4,embryonic epipharynx
scro,embryonic epipharynx
NHP2,embryonic epipharynx
Tsp42Ee,embryonic epipharynx
Tsp42Ea,embryonic epipharynx
CG4136,embryonic epipharynx
CG4096,embryonic epipharynx
CG5928,embryonic epipharynx
CG3842,embryonic epipharynx
CG14430,embryonic epipharynx
CG12075,embryonic epipharynx
CG4040,embryonic epipharynx
CG12139,embryonic epipharynx
CG9691,embryonic epipharynx
CG15251,embryonic epipharynx
CG12094,embryonic epipharynx
CG2157,embryonic epipharynx
CG1749,embryonic epipharynx
CG9517,embryonic epipharynx
CG5541,embryonic epipharynx
Anxb11,embryonic epipharynx
wus,embryonic epipharynx
CG6847,embryonic epipharynx
GalNAc-T2,embryonic epipharynx
CG17052,embryonic epipharynx
CG17600,embryonic epipharynx
CG2813,embryonic epipharynx
CG10882,embryonic epipharynx
CG17265,embryonic epipharynx
,embryonic epipharynx
CG8965,embryonic epipharynx
Tsp,embryonic epipharynx
CG9211,embryonic epipharynx
CG6739,embryonic epipharynx
CG14534,embryonic epipharynx
CG8668,embryonic epipharynx
CG7299,embryonic epipharynx
CG17218,embryonic epipharynx
crok,embryonic epipharynx
Oatp33Eb,embryonic epipharynx
CG6043,embryonic epipharynx
CG9302,embryonic epipharynx
CG16885,embryonic epipharynx
CG17905,embryonic epipharynx
yellow-b,embryonic epipharynx
CG10176,embryonic epipharynx
CG10211,embryonic epipharynx
CG10413,embryonic epipharynx
CG17321,embryonic epipharynx
CG17549,embryonic epipharynx
CG9326,embryonic epipharynx
CG2201,embryonic epipharynx
CG1298,embryonic epipharynx
CG14470,embryonic epipharynx
Pld,embryonic epipharynx
CG9460,embryonic epipharynx
CG1621,embryonic epipharynx
Cyp49a1,embryonic epipharynx
CG13217,embryonic epipharynx
CG12384,embryonic epipharynx
ERp60,embryonic epipharynx
Cyp301a1,embryonic epipharynx
CG13320,embryonic epipharynx
CG13333,embryonic epipharynx
CG6305,embryonic epipharynx
CG8547,embryonic epipharynx
CG8603,embryonic epipharynx
CG12424,embryonic epipharynx
CG8089,embryonic epipharynx
CG8180,embryonic epipharynx
GalNAc-T1,embryonic epipharynx
CG8249,embryonic epipharynx
CG8303,embryonic epipharynx
