croc,adult clypeolabrum anlage
CG10670,embryonic central nervous
msps,embryonic central nervous
msb1l,embryonic central nervous
capt,embryonic central nervous
SytIV,embryonic central nervous
Kr-h1,embryonic central nervous
CG30116,embryonic central nervous
cenG1A,embryonic central nervous
xl6,embryonic central nervous
qtc,embryonic central nervous
pUf68,embryonic central nervous
CG11902,embryonic central nervous
Vha100-1,embryonic central nervous
CG16876,embryonic central nervous
CG15270,embryonic central nervous
trbl,embryonic central nervous
nerfin-1,embryonic central nervous
mab-2,embryonic central nervous
Uba2,embryonic central nervous
Mdh,embryonic central nervous
fu2,embryonic central nervous
Tsp42Ee,embryonic central nervous
Aos1,embryonic central nervous
CG3176,embryonic central nervous
CG10804,embryonic central nervous
CG11444,embryonic central nervous
CG4136,embryonic central nervous
CG15765,embryonic central nervous
CG3726,embryonic central nervous
CG3847,embryonic central nervous
CG3184,embryonic central nervous
CG3168,embryonic central nervous
CG4532,embryonic central nervous
Gbeta5,embryonic central nervous
CG7055,embryonic central nervous
feo,embryonic central nervous
CG11122,embryonic central nervous
Cyp4g15,embryonic central nervous
CG1622,embryonic central nervous
CG1434,embryonic central nervous
CG14408,embryonic central nervous
CG6340,embryonic central nervous
CG9245,embryonic central nervous
CG8909,embryonic central nervous
CG9992,embryonic central nervous
CG4420,embryonic central nervous
CG9699,embryonic central nervous
CG4829,embryonic central nervous
CG8142,embryonic central nervous
dik,embryonic central nervous
CG6617,embryonic central nervous
CG12701,embryonic central nervous
CG12565,embryonic central nervous
CG3436,embryonic central nervous
CG4213,embryonic central nervous
CG4133,embryonic central nervous
CG3544,embryonic central nervous
CG5080,embryonic central nervous
,embryonic central nervous
CG7312,embryonic central nervous
CG3227,embryonic central nervous
CG9894,embryonic central nervous
CG3542,embryonic central nervous
CG3605,embryonic central nervous
CG2774,embryonic central nervous
CG3964,embryonic central nervous
,embryonic central nervous
CG3792,embryonic central nervous
CG9112,embryonic central nervous
CG4230,embryonic central nervous
CG9098,embryonic central nervous
CG9135,embryonic central nervous
CG13993,embryonic central nervous
neuroligin,embryonic central nervous
sip2,embryonic central nervous
CG4502,embryonic central nervous
Ndae1,embryonic central nervous
CG5160,embryonic central nervous
CG7154,embryonic central nervous
CG7224,embryonic central nervous
Scgalpha,embryonic central nervous
CG4454,embryonic central nervous
CG5899,embryonic central nervous
CG18619,embryonic central nervous
CG17124,embryonic central nervous
CG6181,embryonic central nervous
,embryonic central nervous
CG6866,embryonic central nervous
CG6860,embryonic central nervous
CG15141,embryonic central nervous
Oli,embryonic central nervous
CG10338,embryonic central nervous
CG17321,embryonic central nervous
Side,embryonic central nervous
CG10473,embryonic central nervous
CG10689,embryonic central nervous
CG10132,embryonic central nervous
CG33316,embryonic central nervous
CG1962,embryonic central nervous
CG9335,embryonic central nervous
CG9273,embryonic central nervous
nrv3,embryonic central nervous
CG2225,embryonic central nervous
CG8245,embryonic central nervous
CG3403,embryonic central nervous
CG15236,embryonic central nervous
Tsp42Ej,embryonic central nervous
Dscam,embryonic central nervous
CG14762,embryonic central nervous
Obp44a,embryonic central nervous
CG8709,embryonic central nervous
CG1884,embryonic central nervous
CG11883,embryonic central nervous
CG13204,embryonic central nervous
CG8321,embryonic central nervous
CG8818,embryonic central nervous
CG8776,embryonic central nervous
Cap-G,embryonic central nervous
CG17724,embryonic central nervous
CG17724,embryonic central nervous
CG17034,embryonic central nervous
gkap,embryonic central nervous
CG6329,embryonic central nervous
CG17390,embryonic central nervous
CG12858,embryonic central nervous
CG10155,embryonic central nervous
CG11798,embryonic central nervous
CG8092,embryonic central nervous
Dg,embryonic central nervous
CG4282,embryonic central nervous
DAT,embryonic central nervous
CG4966,embryonic central nervous
CG15086,embryonic central nervous
CG15118,embryonic central nervous
CG10737,embryonic central nervous
Toll-7,embryonic central nervous
CG13434,embryonic central nervous
CG15651,embryonic central nervous
CG9346,embryonic central nervous
CG10440,embryonic central nervous
CG10082,embryonic central nervous
CG3624,embryonic central nervous
CG3732,embryonic central nervous
CG3941,embryonic central nervous
CG4612,embryonic central nervous
Nplp1,embryonic central nervous
p130CAS,embryonic central nervous
CG13893,embryonic central nervous
CG3371,embryonic central nervous
CG13894,embryonic central nervous
CG12191,embryonic central nervous
,embryonic central nervous
CG13912,embryonic central nervous
CG9122,embryonic central nervous
CG2469,embryonic central nervous
Psa,embryonic central nervous
CG13928,embryonic central nervous
CG2083,embryonic central nervous
CG12082,embryonic central nervous
CG11347,embryonic central nervous
Lkr,embryonic central nervous
lin-28,embryonic central nervous
CG13298,embryonic central nervous
SP1173,embryonic central nervous
CG14821,embryonic central nervous
RhoGEF4,embryonic central nervous
SP2523,embryonic central nervous
CG7565,embryonic central nervous
CG7185,embryonic central nervous
CG6765,embryonic central nervous
CG13305,embryonic central nervous
CG4684,embryonic central nervous
CG4452,embryonic central nervous
CG4022,embryonic central nervous
CG3967,embryonic central nervous
CG3529,embryonic central nervous
CG3408,embryonic central nervous
CG6418,embryonic central nervous
CG7628,embryonic central nervous
CG6210,embryonic central nervous
CG11652,embryonic central nervous
CG6024,embryonic central nervous
CG5684,embryonic central nervous
CG10191,embryonic central nervous
bru-3,embryonic central nervous
CG6854,embryonic central nervous
FucTA,embryonic central nervous
Toll-6,embryonic central nervous
RhoGAP71E,embryonic central nervous
CG6151,embryonic central nervous
CG5235,embryonic central nervous
CG5027,embryonic central nervous
mRpS34,embryonic central nervous
Baldspot,embryonic central nervous
skl,embryonic central nervous
CG9368,embryonic central nervous
CG8780,embryonic central nervous
CG7433,embryonic central nervous
CG14186,embryonic central nervous
RhoBTB,embryonic central nervous
CG13248,embryonic central nervous
CG5872,embryonic central nervous
CG5130,embryonic central nervous
CG13253,embryonic central nervous
CG3618,embryonic central nervous
CG10566,embryonic central nervous
CG7752,embryonic central nervous
CG11248,embryonic central nervous
CG11247,embryonic central nervous
CG11426,embryonic central nervous
Mes2,embryonic central nervous
CG9779,embryonic central nervous
Trap37,embryonic central nervous
CG1193,embryonic central nervous
NPFR1,embryonic central nervous
Fer1,embryonic central nervous
CG2656,embryonic central nervous
CG7891,embryonic central nervous
CG8036,embryonic central nervous
CG8149,embryonic central nervous
CG9373,embryonic central nervous
RnpS1,embryonic central nervous
CG12950,embryonic central nervous
CG8478,embryonic central nervous
CG5358,embryonic central nervous
CG12817,embryonic central nervous
CG12592,embryonic central nervous
CG4596,embryonic central nervous
CG6693,embryonic central nervous
Ranbp9,embryonic central nervous
CG6723,embryonic central nervous
CG6791,embryonic central nervous
CG6930,embryonic central nervous
Scgbeta,embryonic central nervous
CG5641,embryonic central nervous
,embryonic central nervous
CG9588,embryonic central nervous
CG6654,embryonic central nervous
CG5063,embryonic central nervous
CG14868,embryonic central nervous
CG6126,embryonic central nervous
CG14883,embryonic central nervous
CG14897,embryonic central nervous
CG10326,embryonic central nervous
CG5175,embryonic central nervous
Brf,embryonic central nervous
CG7379,embryonic central nervous
CG7357,embryonic central nervous
Trap80,embryonic central nervous
CG14314,embryonic central nervous
CG7156,embryonic central nervous
CG18599,embryonic central nervous
CG7670,embryonic central nervous
endoA,embryonic central nervous
CG16953,embryonic central nervous
HP1c,embryonic central nervous
CG13604,embryonic central nervous
CG6178,embryonic central nervous
CG13624,embryonic central nervous
CG13620,embryonic central nervous
CG11120,embryonic central nervous
danr,embryonic central nervous
dan,embryonic central nervous
XNP,embryonic central nervous
CG5913,embryonic central nervous
CG6070,embryonic central nervous
Mtl,embryonic central nervous
Moca-cyp,embryonic central nervous
CG11874,embryonic central nervous
CG14509,embryonic central nervous
CG2310,embryonic central nervous
CG1911,embryonic central nervous
CG11504,embryonic central nervous
Mgat2,embryonic central nervous
CG12054,embryonic central nervous
CG2052,embryonic central nervous
CG1732,embryonic central nervous
CG2893,embryonic central nervous
,embryonic central nervous
vav,embryonic central nervous
tara,embryonic central nervous
rept,embryonic central nervous
dbo,embryonic central nervous
Sulf1,embryonic central nervous
SP555,embryonic central nervous
Aplip1,embryonic central nervous
SF2,embryonic central nervous
HGTX,embryonic central nervous
Caps,embryonic central nervous
jing,embryonic central nervous
exex,embryonic central nervous
comm2,embryonic central nervous
Slbp,embryonic central nervous
CG18766,embryonic central nervous
CG31764,embryonic central nervous
vir-1,embryonic central nervous
CG10686,embryonic central nervous
Tre1,embryonic central nervous
skf,embryonic central nervous
CG30172,embryonic central nervous
CG30193,embryonic central nervous
CG30426,embryonic central nervous
CG30467,embryonic central nervous
CG31088,embryonic central nervous
LpR2,embryonic central nervous
CG31108,embryonic central nervous
CG31122,embryonic central nervous
CG31163,embryonic central nervous
CG31181,embryonic central nervous
CG31182,embryonic central nervous
CG31235,embryonic central nervous
CG31357,embryonic central nervous
CG31365,embryonic central nervous
CG31368,embryonic central nervous
Oatp26F,embryonic central nervous
CG31639,embryonic central nervous
CG31666,embryonic central nervous
Trim9,embryonic central nervous
CG32043,embryonic central nervous
CG32046,embryonic central nervous
CG32048,embryonic central nervous
CG32066,embryonic central nervous
CG32105,embryonic central nervous
CG32158,embryonic central nervous
scaf6,embryonic central nervous
CG32177,embryonic central nervous
CG32204,embryonic central nervous
CG32423,embryonic central nervous
loner,embryonic central nervous
CG32486,embryonic central nervous
CG32626,embryonic central nervous
CG32685,embryonic central nervous
CG33097,embryonic central nervous
CG33147,embryonic central nervous
CG33174,embryonic central nervous
pxb,embryonic central nervous
LpR1,embryonic central nervous
mei-38,embryonic central nervous
CG42748,embryonic central nervous
Ptx1,embryonic central nervous
Pkg21D,embryonic corpus allatum
Treh,embryonic corpus allatum
tok,embryonic corpus allatum
Sdc,embryonic corpus allatum
Reg-5,embryonic corpus allatum
Ipp,embryonic corpus allatum
Atet,embryonic corpus allatum
milt,embryonic corpus allatum
fus,embryonic corpus allatum
jdp,embryonic corpus allatum
CG2254,embryonic corpus allatum
CG9066,embryonic corpus allatum
Cyp306a1,embryonic corpus allatum
CG11723,embryonic corpus allatum
CG1600,embryonic corpus allatum
Cyt-b5,embryonic corpus allatum
CG8888,embryonic corpus allatum
CG13186,embryonic corpus allatum
CG3831,embryonic corpus allatum
CG5532,embryonic corpus allatum
Pbgs,embryonic corpus allatum
CG18473,embryonic corpus allatum
CG6921,embryonic corpus allatum
Lsdp1,embryonic corpus allatum
Jafrac1,embryonic corpus allatum
TepII,embryonic corpus allatum
capu,embryonic dorsal apodeme
eya,embryonic dorsal apodeme
emc,embryonic dorsal apodeme
ft,embryonic dorsal apodeme
odd,embryonic dorsal apodeme
sr,embryonic dorsal apodeme
tkv,embryonic dorsal apodeme
dei,embryonic dorsal apodeme
Sdc,embryonic dorsal apodeme
ken,embryonic dorsal apodeme
Moe,embryonic dorsal apodeme
B-H1,embryonic dorsal apodeme
how,embryonic dorsal apodeme
milt,embryonic dorsal apodeme
drm,embryonic dorsal apodeme
EG:100G7.6,embryonic dorsal apodeme
Amph,embryonic dorsal apodeme
Sema-5c,embryonic dorsal apodeme
Doc1,embryonic dorsal apodeme
CG12075,embryonic dorsal apodeme
CG1368,embryonic dorsal apodeme
CG2813,embryonic dorsal apodeme
Tsp,embryonic dorsal apodeme
CG2201,embryonic dorsal apodeme
Tsp42Ei,embryonic dorsal apodeme
Dg,embryonic dorsal apodeme
CG5002,embryonic dorsal apodeme
CG11136,embryonic dorsal apodeme
Chd64,embryonic dorsal apodeme
CG10591,embryonic dorsal apodeme
CG7663,embryonic dorsal apodeme
Rab23,embryonic dorsal apodeme
CG4115,embryonic dorsal apodeme
CG4576,embryonic dorsal apodeme
CG14888,embryonic dorsal apodeme
CG14291,embryonic dorsal apodeme
CG6921,embryonic dorsal apodeme
CG18410,embryonic dorsal apodeme
CG5467,embryonic dorsal apodeme
CG9747,embryonic dorsal apodeme
CG9717,embryonic dorsal apodeme
CG14626,embryonic dorsal apodeme
CG31534,embryonic dorsal apodeme
CG31619,embryonic dorsal apodeme
CG32037,embryonic dorsal apodeme
Rtnl1,embryonic dorsal apodeme
ab,embryonic dorsal epidermis
abd-A,embryonic dorsal epidermis
Abd-B,embryonic dorsal epidermis
Act5C,embryonic dorsal epidermis
al,embryonic dorsal epidermis
Ama,embryonic dorsal epidermis
amd,embryonic dorsal epidermis
arr,embryonic dorsal epidermis
BicD,embryonic dorsal epidermis
capu,embryonic dorsal epidermis
salr,embryonic dorsal epidermis
eya,embryonic dorsal epidermis
D,embryonic dorsal epidermis
Hr46,embryonic dorsal epidermis
ect,embryonic dorsal epidermis
Dr,embryonic dorsal epidermis
e,embryonic dorsal epidermis
ed,embryonic dorsal epidermis
egl,embryonic dorsal epidermis
Eip71CD,embryonic dorsal epidermis
en,embryonic dorsal epidermis
eyg,embryonic dorsal epidermis
Fas3,embryonic dorsal epidermis
fj,embryonic dorsal epidermis
ft,embryonic dorsal epidermis
bnb,embryonic dorsal epidermis
Gld,embryonic dorsal epidermis
grn,embryonic dorsal epidermis
Gs1,embryonic dorsal epidermis
Gs2,embryonic dorsal epidermis
H2.0,embryonic dorsal epidermis
Hex-A,embryonic dorsal epidermis
His2Av,embryonic dorsal epidermis
Hmgcr,embryonic dorsal epidermis
Idh,embryonic dorsal epidermis
ImpE1,embryonic dorsal epidermis
ImpE2,embryonic dorsal epidermis
ImpL1,embryonic dorsal epidermis
ImpL2,embryonic dorsal epidermis
in,embryonic dorsal epidermis
kkv,embryonic dorsal epidermis
knk,embryonic dorsal epidermis
knrl,embryonic dorsal epidermis
trol,embryonic dorsal epidermis
Gli,embryonic dorsal epidermis
Catsup,embryonic dorsal epidermis
sas,embryonic dorsal epidermis
dco,embryonic dorsal epidermis
LanA,embryonic dorsal epidermis
LanB2,embryonic dorsal epidermis
robo2,embryonic dorsal epidermis
m2,embryonic dorsal epidermis
HLHm3,embryonic dorsal epidermis
HLHm7,embryonic dorsal epidermis
Men,embryonic dorsal epidermis
HLHmbeta,embryonic dorsal epidermis
Nrg,embryonic dorsal epidermis
numb,embryonic dorsal epidermis
odd,embryonic dorsal epidermis
ovo,embryonic dorsal epidermis
peb,embryonic dorsal epidermis
Pepck,embryonic dorsal epidermis
pnt,embryonic dorsal epidermis
Poxn,embryonic dorsal epidermis
pyd,embryonic dorsal epidermis
qua,embryonic dorsal epidermis
rdgB,embryonic dorsal epidermis
rib,embryonic dorsal epidermis
S,embryonic dorsal epidermis
sala,embryonic dorsal epidermis
Scr,embryonic dorsal epidermis
shd,embryonic dorsal epidermis
shg,embryonic dorsal epidermis
shn,embryonic dorsal epidermis
skd,embryonic dorsal epidermis
slp1,embryonic dorsal epidermis
smo,embryonic dorsal epidermis
sn,embryonic dorsal epidermis
so,embryonic dorsal epidermis
alpha-Spec,embryonic dorsal epidermis
sr,embryonic dorsal epidermis
Btk29A,embryonic dorsal epidermis
tkv,embryonic dorsal epidermis
Tm1,embryonic dorsal epidermis
Egfr,embryonic dorsal epidermis
Treh,embryonic dorsal epidermis
tsh,embryonic dorsal epidermis
ttk,embryonic dorsal epidermis
betaTub56D,embryonic dorsal epidermis
tup,embryonic dorsal epidermis
ush,embryonic dorsal epidermis
vvl,embryonic dorsal epidermis
wbl,embryonic dorsal epidermis
wg,embryonic dorsal epidermis
yrt,embryonic dorsal epidermis
Zw,embryonic dorsal epidermis
kst,embryonic dorsal epidermis
Ptp4E,embryonic dorsal epidermis
CrebA,embryonic dorsal epidermis
rhi,embryonic dorsal epidermis
mew,embryonic dorsal epidermis
argos,embryonic dorsal epidermis
grh,embryonic dorsal epidermis
zfh2,embryonic dorsal epidermis
Cys,embryonic dorsal epidermis
ogre,embryonic dorsal epidermis
B-H2,embryonic dorsal epidermis
elB,embryonic dorsal epidermis
ci,embryonic dorsal epidermis
C15,embryonic dorsal epidermis
C15,embryonic dorsal epidermis
Eip78C,embryonic dorsal epidermis
Gdi,embryonic dorsal epidermis
sob,embryonic dorsal epidermis
bowl,embryonic dorsal epidermis
Crc,embryonic dorsal epidermis
ple,embryonic dorsal epidermis
nvy,embryonic dorsal epidermis
slbo,embryonic dorsal epidermis
Ets98B,embryonic dorsal epidermis
spi,embryonic dorsal epidermis
gcl,embryonic dorsal epidermis
PpD3,embryonic dorsal epidermis
betaCop,embryonic dorsal epidermis
lbl,embryonic dorsal epidermis
comm,embryonic dorsal epidermis
GstS1,embryonic dorsal epidermis
Hr39,embryonic dorsal epidermis
Lac,embryonic dorsal epidermis
Myo61F,embryonic dorsal epidermis
Cyp18a1,embryonic dorsal epidermis
Gtp-bp,embryonic dorsal epidermis
LamC,embryonic dorsal epidermis
Sdc,embryonic dorsal epidermis
cora,embryonic dorsal epidermis
emp,embryonic dorsal epidermis
trn,embryonic dorsal epidermis
Fkbp13,embryonic dorsal epidermis
Dcp-1,embryonic dorsal epidermis
Aldh-III,embryonic dorsal epidermis
Hmgs,embryonic dorsal epidermis
Sip1,embryonic dorsal epidermis
Sec61beta,embryonic dorsal epidermis
l(2)s5379,embryonic dorsal epidermis
sinu,embryonic dorsal epidermis
btsz,embryonic dorsal epidermis
ken,embryonic dorsal epidermis
Sema-2a,embryonic dorsal epidermis
lbe,embryonic dorsal epidermis
fng,embryonic dorsal epidermis
fra,embryonic dorsal epidermis
ine,embryonic dorsal epidermis
mas,embryonic dorsal epidermis
Moe,embryonic dorsal epidermis
Myo31DF,embryonic dorsal epidermis
PebIII,embryonic dorsal epidermis
Sep1,embryonic dorsal epidermis
spdo,embryonic dorsal epidermis
B-H1,embryonic dorsal epidermis
nmo,embryonic dorsal epidermis
CalpA,embryonic dorsal epidermis
Gp150,embryonic dorsal epidermis
igl,embryonic dorsal epidermis
,embryonic dorsal epidermis
nuf,embryonic dorsal epidermis
Awd,embryonic dorsal epidermis
Esp,embryonic dorsal epidermis
PR2,embryonic dorsal epidermis
Pdi,embryonic dorsal epidermis
gcm,embryonic dorsal epidermis
mirr,embryonic dorsal epidermis
RhoL,embryonic dorsal epidermis
Cyp4e2,embryonic dorsal epidermis
Cctgamma,embryonic dorsal epidermis
eIF-4E,embryonic dorsal epidermis
drl,embryonic dorsal epidermis
jumu,embryonic dorsal epidermis
toc,embryonic dorsal epidermis
Cpr,embryonic dorsal epidermis
DnaJ-1,embryonic dorsal epidermis
Hmu,embryonic dorsal epidermis
Msr-110,embryonic dorsal epidermis
NetA,embryonic dorsal epidermis
nrv2,embryonic dorsal epidermis
Reg-5,embryonic dorsal epidermis
Slh,embryonic dorsal epidermis
ara,embryonic dorsal epidermis
Faa,embryonic dorsal epidermis
lbm,embryonic dorsal epidermis
vri,embryonic dorsal epidermis
how,embryonic dorsal epidermis
gcm2,embryonic dorsal epidermis
Mcr,embryonic dorsal epidermis
rhea,embryonic dorsal epidermis
ppa,embryonic dorsal epidermis
loco,embryonic dorsal epidermis
gk,embryonic dorsal epidermis
drongo,embryonic dorsal epidermis
TppII,embryonic dorsal epidermis
Pk61C,embryonic dorsal epidermis
Paps,embryonic dorsal epidermis
Rx,embryonic dorsal epidermis
Mcm7,embryonic dorsal epidermis
Atet,embryonic dorsal epidermis
Acp65Aa,embryonic dorsal epidermis
Tapdelta,embryonic dorsal epidermis
Xbp1,embryonic dorsal epidermis
Fatp,embryonic dorsal epidermis
lolal,embryonic dorsal epidermis
Cht3,embryonic dorsal epidermis
Cht2,embryonic dorsal epidermis
Cad96Ca,embryonic dorsal epidermis
aay,embryonic dorsal epidermis
slmb,embryonic dorsal epidermis
CG2918,embryonic dorsal epidermis
mfas,embryonic dorsal epidermis
Dys,embryonic dorsal epidermis
drm,embryonic dorsal epidermis
dnt,embryonic dorsal epidermis
brk,embryonic dorsal epidermis
WASp,embryonic dorsal epidermis
Spn43Aa,embryonic dorsal epidermis
l(3)10615,embryonic dorsal epidermis
Flo,embryonic dorsal epidermis
CG14801,embryonic dorsal epidermis
CG3777,embryonic dorsal epidermis
Thiolase,embryonic dorsal epidermis
CG12311,embryonic dorsal epidermis
CG4194,embryonic dorsal epidermis
CG14622,embryonic dorsal epidermis
CG3588,embryonic dorsal epidermis
EG:100G7.6,embryonic dorsal epidermis
CaBP1,embryonic dorsal epidermis
CG5885,embryonic dorsal epidermis
alphaCop,embryonic dorsal epidermis
Cortactin,embryonic dorsal epidermis
Mhcl,embryonic dorsal epidermis
ps,embryonic dorsal epidermis
Tom,embryonic dorsal epidermis
CG2358,embryonic dorsal epidermis
Sec61alpha,embryonic dorsal epidermis
Aats-ala,embryonic dorsal epidermis
ARP-like,embryonic dorsal epidermis
inx2,embryonic dorsal epidermis
Gfat1,embryonic dorsal epidermis
Amph,embryonic dorsal epidermis
Osi6,embryonic dorsal epidermis
Pif1A,embryonic dorsal epidermis
CG8108,embryonic dorsal epidermis
Nep2,embryonic dorsal epidermis
CG4778,embryonic dorsal epidermis
CG9009,embryonic dorsal epidermis
blot,embryonic dorsal epidermis
Dp1,embryonic dorsal epidermis
Tsp96F,embryonic dorsal epidermis
CG1102,embryonic dorsal epidermis
Akap200,embryonic dorsal epidermis
l(1)G0320,embryonic dorsal epidermis
jbug,embryonic dorsal epidermis
inx3,embryonic dorsal epidermis
Kr-h1,embryonic dorsal epidermis
CG16857,embryonic dorsal epidermis
CG4455,embryonic dorsal epidermis
CG18507,embryonic dorsal epidermis
prc,embryonic dorsal epidermis
phtf,embryonic dorsal epidermis
l(2)05510,embryonic dorsal epidermis
Sema-5c,embryonic dorsal epidermis
PQBP-1,embryonic dorsal epidermis
Doc1,embryonic dorsal epidermis
CG15282,embryonic dorsal epidermis
CG32972,embryonic dorsal epidermis
NC2beta,embryonic dorsal epidermis
CG8788,embryonic dorsal epidermis
deltaCOP,embryonic dorsal epidermis
Spn5,embryonic dorsal epidermis
Spn4,embryonic dorsal epidermis
miple2,embryonic dorsal epidermis
mab-2,embryonic dorsal epidermis
SoxN,embryonic dorsal epidermis
Tsp42Ee,embryonic dorsal epidermis
Tsp42Ea,embryonic dorsal epidermis
CG14419,embryonic dorsal epidermis
CG12206,embryonic dorsal epidermis
CG15239,embryonic dorsal epidermis
CG3097,embryonic dorsal epidermis
CG3108,embryonic dorsal epidermis
CG5966,embryonic dorsal epidermis
CG5928,embryonic dorsal epidermis
CG4666,embryonic dorsal epidermis
Nep1,embryonic dorsal epidermis
CG3842,embryonic dorsal epidermis
CG14430,embryonic dorsal epidermis
CG15335,embryonic dorsal epidermis
CG1440,embryonic dorsal epidermis
CG12075,embryonic dorsal epidermis
CG7267,embryonic dorsal epidermis
CG12139,embryonic dorsal epidermis
CG9691,embryonic dorsal epidermis
CG1986,embryonic dorsal epidermis
CG15251,embryonic dorsal epidermis
CG15252,embryonic dorsal epidermis
CG2962,embryonic dorsal epidermis
CG2961,embryonic dorsal epidermis
CG15211,embryonic dorsal epidermis
CG15203,embryonic dorsal epidermis
CG1749,embryonic dorsal epidermis
CG1751,embryonic dorsal epidermis
CG2467,embryonic dorsal epidermis
CG1806,embryonic dorsal epidermis
CG15731,embryonic dorsal epidermis
CG2560,embryonic dorsal epidermis
CG1764,embryonic dorsal epidermis
IP3K2,embryonic dorsal epidermis
CG1681,embryonic dorsal epidermis
CG1368,embryonic dorsal epidermis
CG1434,embryonic dorsal epidermis
CG9411,embryonic dorsal epidermis
CG9522,embryonic dorsal epidermis
CG9518,embryonic dorsal epidermis
CG9517,embryonic dorsal epidermis
CG9514,embryonic dorsal epidermis
gce,embryonic dorsal epidermis
CG8239,embryonic dorsal epidermis
Anxb11,embryonic dorsal epidermis
wus,embryonic dorsal epidermis
CG6398,embryonic dorsal epidermis
CG6847,embryonic dorsal epidermis
CG6361,embryonic dorsal epidermis
GalNAc-T2,embryonic dorsal epidermis
RhoGAP18B,embryonic dorsal epidermis
CG7502,embryonic dorsal epidermis
CG8034,embryonic dorsal epidermis
CG12701,embryonic dorsal epidermis
CG17052,embryonic dorsal epidermis
CG1486,embryonic dorsal epidermis
CG17600,embryonic dorsal epidermis
CG3625,embryonic dorsal epidermis
CG2813,embryonic dorsal epidermis
CG4726,embryonic dorsal epidermis
CG17646,embryonic dorsal epidermis
CG7337,embryonic dorsal epidermis
CG10882,embryonic dorsal epidermis
CG17265,embryonic dorsal epidermis
CG3254,embryonic dorsal epidermis
,embryonic dorsal epidermis
CG3244,embryonic dorsal epidermis
CG2837,embryonic dorsal epidermis
CG11147,embryonic dorsal epidermis
CG8965,embryonic dorsal epidermis
Tsp,embryonic dorsal epidermis
CG9211,embryonic dorsal epidermis
CG6055,embryonic dorsal epidermis
CG6739,embryonic dorsal epidermis
CG7356,embryonic dorsal epidermis
CG8552,embryonic dorsal epidermis
CG8486,embryonic dorsal epidermis
CG8360,embryonic dorsal epidermis
CG17292,embryonic dorsal epidermis
CG7456,embryonic dorsal epidermis
CG7299,embryonic dorsal epidermis
CG7296,embryonic dorsal epidermis
CG6746,embryonic dorsal epidermis
CG17218,embryonic dorsal epidermis
crok,embryonic dorsal epidermis
CG6579,embryonic dorsal epidermis
CG6565,embryonic dorsal epidermis
CG16885,embryonic dorsal epidermis
CG17905,embryonic dorsal epidermis
yellow-b,embryonic dorsal epidermis
PFE,embryonic dorsal epidermis
CG10211,embryonic dorsal epidermis
CG17323,embryonic dorsal epidermis
CG17321,embryonic dorsal epidermis
CG17549,embryonic dorsal epidermis
CG33316,embryonic dorsal epidermis
CG10662,embryonic dorsal epidermis
CG13966,embryonic dorsal epidermis
Taf18,embryonic dorsal epidermis
CG16798,embryonic dorsal epidermis
CG9318,embryonic dorsal epidermis
CG9326,embryonic dorsal epidermis
CG9331,embryonic dorsal epidermis
CG9338,embryonic dorsal epidermis
Grp1,embryonic dorsal epidermis
CG1298,embryonic dorsal epidermis
CG11066,embryonic dorsal epidermis
CG11212,embryonic dorsal epidermis
CG9460,embryonic dorsal epidermis
Tsp42Ef,embryonic dorsal epidermis
Tsp42Ei,embryonic dorsal epidermis
CG1845,embryonic dorsal epidermis
CG12164,embryonic dorsal epidermis
CG1621,embryonic dorsal epidermis
Cyt-b5,embryonic dorsal epidermis
CG8709,embryonic dorsal epidermis
CG1648,embryonic dorsal epidermis
CG1441,embryonic dorsal epidermis
CG12918,embryonic dorsal epidermis
CG12214,embryonic dorsal epidermis
CG17765,embryonic dorsal epidermis
CG18004,embryonic dorsal epidermis
CG9070,embryonic dorsal epidermis
CG13209,embryonic dorsal epidermis
CG12384,embryonic dorsal epidermis
CG13203,embryonic dorsal epidermis
ERp60,embryonic dorsal epidermis
CG13183,embryonic dorsal epidermis
CG13188,embryonic dorsal epidermis
Cyp301a1,embryonic dorsal epidermis
CG8776,embryonic dorsal epidermis
CG17724,embryonic dorsal epidermis
CG17724,embryonic dorsal epidermis
CG6347,embryonic dorsal epidermis
CG8547,embryonic dorsal epidermis
CG10112,embryonic dorsal epidermis
CG10155,embryonic dorsal epidermis
CG12424,embryonic dorsal epidermis
CG8089,embryonic dorsal epidermis
GalNAc-T1,embryonic dorsal epidermis
CG8249,embryonic dorsal epidermis
CG8386,embryonic dorsal epidermis
Dg,embryonic dorsal epidermis
CG8306,embryonic dorsal epidermis
CG8303,embryonic dorsal epidermis
CG15615,embryonic dorsal epidermis
CG6796,embryonic dorsal epidermis
CG10953,embryonic dorsal epidermis
CG10936,embryonic dorsal epidermis
CG5002,embryonic dorsal epidermis
CG5756,embryonic dorsal epidermis
CG15080,embryonic dorsal epidermis
sano,embryonic dorsal epidermis
CG15105,embryonic dorsal epidermis
CG10737,embryonic dorsal epidermis
Obp56a,embryonic dorsal epidermis
CG9864,embryonic dorsal epidermis
CG11200,embryonic dorsal epidermis
CG13427,embryonic dorsal epidermis
CG11175,embryonic dorsal epidermis
CG11136,embryonic dorsal epidermis
CG18375,embryonic dorsal epidermis
CG9485,embryonic dorsal epidermis
Acox57D-d,embryonic dorsal epidermis
CG11275,embryonic dorsal epidermis
CG3074,embryonic dorsal epidermis
nahoda,embryonic dorsal epidermis
CG5428,embryonic dorsal epidermis
CG2812,embryonic dorsal epidermis
CG13565,embryonic dorsal epidermis
